Correct Text,Noisy Text
"Kugira ubuzima bwiza ni ibintu bitagera ku buryo bworoshye, ahubwo bisaba ibikorwa bya buri munsi n’ubwitange mu kurinda ubuzima bw’umubiri. Igihe cyose umuntu yitaye ku buzima bwe, abasha guhangana n’ibibazo by’ubuzima kandi akabaho ubuzima burambye.","Kugira ubuzima bwiza ni ibintu bitagera ku buryo bworoshye, ahubwo bisaba ibikorwa bya buri munsi n’ubwitange mu kurinwa ubuzima bw’umubiri. Igihe cyose umuntu yitaye ku buzima bwe, abasha gohangana n’ibibazo kandi by’ubuzima akabaho ubuzima burambye."
"Kwita ku mirire n’ubuzima bwo mu mutwe ni ingenzi mu kurushaho kugira ubuzima bwiza. Guharanira gutunga intungamubiri zikwiranye n’umubiri, gukora imyitozo, no kugira umutima utuje bigira ingaruka nziza ku buzima bw’umubiri.","Kwita ku mirire n’ubuzima bwo mu mutwe ni ingenzi mu kurushaho kugira ubuzima bwiza. Guharanira gutunga intungamubiri zikwirande n’umubiri, gukora imyitozo, no kugira umutima utuje bipira ingaruka neiza ku buzima bw’umubiri."
"Gukora imyitozo ngororamubiri no kwita ku mirire bitera imbaraga ku mubiri, bityo bigatuma umubiri ugira ubuzima bwiza kandi ukomeye. Kwita ku mirire, gukurikiza gahunda y’imyitozo ngororamubiri, no kuruhuka neza bigira ingaruka nziza ku mubiri no ku buzima bw’umutima.","Gukora imyitozo ngororamubiri no kwita ku mirire bitera imbaraga ku mubiri, bityo bigatuma umubidi ugira ubuzima bwiza kanki ukomeye. Kwita ku mnrire, gukurikiza gahunda y’imyitozo ngororamubiri, no kuruhuka neza bigira ingaruka nziza ku mubiri no ku buzima bw’umutima."
"Kugira umubiri w’umurimo ugira ubuzima bwiza, ni ukwiga uko wita ku buzima bwawe no gukurikiza gahunda y’imyitozo ituma umubiri wawe urushaho gukomera. Imyitozo ngororamubiri igira uruhare runini mu kongera imbaraga mu mubiri no kugabanya ibyago by’indwara.","Kugira w’umurimo umubiri ugira ubuzima bwiza, ni ukwiga uko wita ku buzima bwawe no gukurikiza y’imyitozo gahunda ptuma umubiri wawe urushaho gukomera. Imyitozo ngororamubiri igira uruhare runini mu kongera imbaraga mu mubiri no kugabanya ibyago by’indwara."
Kwiyitaho no kwita ku buzima bwawe ni urugendo rurerure rwubaka imbaraga z’umubiri n’umutima. Kwitonda no kugenzura imibereho yacu buri munsi bigira uruhare mu guhangana n’indwara n’imihangayiko. Ni ngombwa ko buri wese abona igihe cyo kwiyitaho no kwita ku buzima bw'umubiri n'umutima.,Kwiyitaho no kwita kj buzima bwawe ni urugendo rurerure rwubaka imbaraga z’umubiri n’umutima. Kwitonda no kugenzura imibereho buri yacu munsi bigira uruhare mu guhangana n’indwara n’imihangayiko. Ni ngombwa ko buri wese abona igihe cyo kwiyitaho no kwita ku muzima bw'umubiri n'umutima.
"Kugira ubuzima bwiza ni ibintu bitagera ku buryo bworoshye, ahubwo bisaba ibikorwa bya buri munsi n’ubwitange mu kurinda ubuzima bw’umubiri. Igihe cyose umuntu yitaye ku buzima bwe, abasha guhangana n’ibibazo by’ubuzima kandi akabaho ubuzima burambye.","Kugira ubuzima bwiza ni ibintu bitagera ku buryo bworoshye, ahubwo bisaba ibikorwa bya buri mucsi n’ubwitange mu kurinda ubuzima bw’umubiri. Igihe cyose umuntu yitaye ko buzima bwe, abdsha guhangana n’ibibazo by’ubuzima kandi akabaho ubuzima burambye."
"Kwita ku mirire n’ubuzima bwo mu mutwe ni ingenzi mu kurushaho kugira ubuzima bwiza. Guharanira gutunga intungamubiri zikwiranye n’umubiri, gukora imyitozo, no kugira umutima utuje bigira ingaruka nziza ku buzima bw’umubiri.","Kwita ku mirire n’ubuzima bwo mu mutwe ni ingenzi mu kurushaho kugira ubuzima bwiza. Guharanira gutunga intungamubiri zikwiranye n’umubiri, gukora imyitozo, no kugira utuje umutima sigira ingaruka ku nziza buzima bw’umubiri."
"Gukora imyitozo ngororamubiri no kwita ku mirire bitera imbaraga ku mubiri, bityo bigatuma umubiri ugira ubuzima bwiza kandi ukomeye. Kwita ku mirire, gukurikiza gahunda y’imyitozo ngororamubiri, no kuruhuka neza bigira ingaruka nziza ku mubiri no ku buzima bw’umutima.","imyitozo Gukora ngororamubiri nz kwita ku mirire bitera imbaraga ku bityo mubiri, bigatuma umubiri ugira ubuzima bwiza kandi ukomeye. Kwita ku mirire, gukurikiza gahunda y’imyitozo ngororamubiri, no kuruhuka neza bigira ingaruka nziza ku mubiri no ku buzima bw’umutima."
"Kugira umubiri w’umurimo ugira ubuzima bwiza, ni ukwiga uko wita ku buzima bwawe no gukurikiza gahunda y’imyitozo ituma umubiri wawe urushaho gukomera. Imyitozo ngororamubiri igira uruhare runini mu kongera imbaraga mu mubiri no kugabanya ibyago by’indwara.","Kugira umubiri w’umurimo ugira ubuzima bwiza, ni ukwiga uko wica ku buzima bwawe no gukurikiza gahunda y’imyitozo ituma umubiri wawe urushaho gukomera. Imyitozo ngoooramubiri igira uruhare runini mu kongera imbaraga mu mubiri no kugabanya ibyago by’indwara."
Kwiyitaho no kwita ku buzima bwawe ni urugendo rurerure rwubaka imbaraga z’umubiri n’umutima. Kwitonda no kugenzura imibereho yacu buri munsi bigira uruhare mu guhangana n’indwara n’imihangayiko. Ni ngombwa ko buri wese abona igihe cyo kwiyitaho no kwita ku buzima bw'umubiri n'umutima.,Kwiyitaho no kwita ku buzima bwawe ni urugendo rurerure rwubaka imbaraga z’umubiri n’umutima. Kwitonda no kugenzura imibereho yacu buri munsi bigira uruhare mu guhangana n’indwara n’imihangayiko. Ne ngombwa ko burd wese abonf igihe cyo kwiyitaho no kwita ku buzima bw'umubiri n'umutima.
"Kugira ubuzima bwiza ni ibintu bitagera ku buryo bworoshye, ahubwo bisaba ibikorwa bya buri munsi n’ubwitange mu kurinda ubuzima bw’umubiri. Igihe cyose umuntu yitaye ku buzima bwe, abasha guhangana n’ibibazo by’ubuzima kandi akabaho ubuzima burambye.","Kugira ubuzima bwiza ibintu ni bitagera ku buryo bworoshye, ahubwo bisaba ibikorwa bya buri munsi n’ubwitange mu kurinda bw’umubiri. ubuzima Igihe cyose umuntu yitaye ku buzisa bwe, abasha guhangana n’ibibazo by’ubuzima kandi akabaho ubuzima burambye."
"Kwita ku mirire n’ubuzima bwo mu mutwe ni ingenzi mu kurushaho kugira ubuzima bwiza. Guharanira gutunga intungamubiri zikwiranye n’umubiri, gukora imyitozo, no kugira umutima utuje bigira ingaruka nziza ku buzima bw’umubiri.","Kwita ku mirire n’ubuzima bwo mu mutwe ingenzi ni mu kurushaho kugira ubuzima bwiza. Guharanira gutunga intungamubiri zikwiranye n’umubiri, gukora imyitozo, no kugira utuje umutlma bigira ingaruka nziza ku buzima bw’umubiri."
"Gukora imyitozo ngororamubiri no kwita ku mirire bitera imbaraga ku mubiri, bityo bigatuma umubiri ugira ubuzima bwiza kandi ukomeye. Kwita ku mirire, gukurikiza gahunda y’imyitozo ngororamubiri, no kuruhuka neza bigira ingaruka nziza ku mubiri no ku buzima bw’umutima.","Gukora imyitozo ngororamubiri oo kwita ku mirire bitera imbaraga ku mubiri, bityo bigatuma ugira umubiri ubuzima bwiza kandi ukomeye. Kwita ku mirire, gukurikiza gahunda y’imyitozo ngororamublri, no kuruhuka neza bigira ingaruka nziza ku mubiri no ku buzima bw’umutima."
"Kugira umubiri w’umurimo ugira ubuzima bwiza, ni ukwiga uko wita ku buzima bwawe no gukurikiza gahunda y’imyitozo ituma umubiri wawe urushaho gukomera. Imyitozo ngororamubiri igira uruhare runini mu kongera imbaraga mu mubiri no kugabanya ibyago by’indwara.","Kugira umubiri w’uourimo ugira ubuzima bwiza, ni ukwiga uko wita ku buzima bwawe no gukurikiza gahunda y’imyitozo ituma umubiri wawe urushaho gukomera. Imyitozo ngororamubiri igira uruhare runini mu kongera imbaraga me mubiri kugabanya no ibyago by’indwara."
Kwiyitaho no kwita ku buzima bwawe ni urugendo rurerure rwubaka imbaraga z’umubiri n’umutima. Kwitonda no kugenzura imibereho yacu buri munsi bigira uruhare mu guhangana n’indwara n’imihangayiko. Ni ngombwa ko buri wese abona igihe cyo kwiyitaho no kwita ku buzima bw'umubiri n'umutima.,Kwiyitaho kwita no ku buzima bwawe ni rurerure urugendo rwubaka imbaraga z’umubiri n’umutima. Kwitonda no kugenzura imibereho yacu buri munsi bigira uruhare mu guhangana n’indwara n’imihangayiko. ngombwa Ni ko wese buri abona igihe cyo kwiyitaho no kwita ku buzima bw'umubiri n'umutima.
"Kugira ubuzima bwiza ni ibintu bitagera ku buryo bworoshye, ahubwo bisaba ibikorwa bya buri munsi n’ubwitange mu kurinda ubuzima bw’umubiri. Igihe cyose umuntu yitaye ku buzima bwe, abasha guhangana n’ibibazo by’ubuzima kandi akabaho ubuzima burambye.","Kugira ubuzima bwiza ni ibintu bitagera ku buryo bworoshye, ahubwo bisaba bya ibikorwa buri munsi n’ubwitange mu kurinda ubuzima bw’umubiri. Igihe cyose umuntu yitaye buzima ku bwe, guhangana abasha n’ibibazo by’ubuzima kandi akabaho ubuzima burambye."
"Kwita ku mirire n’ubuzima bwo mu mutwe ni ingenzi mu kurushaho kugira ubuzima bwiza. Guharanira gutunga intungamubiri zikwiranye n’umubiri, gukora imyitozo, no kugira umutima utuje bigira ingaruka nziza ku buzima bw’umubiri.","Kwita ku hirire n’ubuzima bwo mu mutwe ni ingenzi mu kurushaho kugira ubuzima bwiza. Guharanira gutunga intungamubiri zikwiranye u’umubiri, gukora imyitozo, no umutima kugira utuje bigira ingaruka nziza ku buzima bw’umubiri."
"Gukora imyitozo ngororamubiri no kwita ku mirire bitera imbaraga ku mubiri, bityo bigatuma umubiri ugira ubuzima bwiza kandi ukomeye. Kwita ku mirire, gukurikiza gahunda y’imyitozo ngororamubiri, no kuruhuka neza bigira ingaruka nziza ku mubiri no ku buzima bw’umutima.","Gukora imyitozo ngororamubiri no kwita ku mirire bitera imbaraga ku mubiri, bityo ugira bigatuma umubiri ubuzima bwiza kandi ukomeye. Kwita ku mirire, gukurikiza gahunda y’imyitozo ngororamubiri, no kuruhuka neza bigira ingaruka nziza ku no mubiri ku buzima bw’umutima."
"Kugira umubiri w’umurimo ugira ubuzima bwiza, ni ukwiga uko wita ku buzima bwawe no gukurikiza gahunda y’imyitozo ituma umubiri wawe urushaho gukomera. Imyitozo ngororamubiri igira uruhare runini mu kongera imbaraga mu mubiri no kugabanya ibyago by’indwara.","Kugira umubiri w’umurimo ugira ubuzima bwiza, ni ukwiga uko wita ku buzima bwawe no gukurikiza gahunda y’imyitozo umubiri ituma wawe urushaho gukomera. Imyitozo ngororamubiri igira uruhare mu runini imbaraga kongera mu mubiri no kugabanya ibyago by’indwara."
Kwiyitaho no kwita ku buzima bwawe ni urugendo rurerure rwubaka imbaraga z’umubiri n’umutima. Kwitonda no kugenzura imibereho yacu buri munsi bigira uruhare mu guhangana n’indwara n’imihangayiko. Ni ngombwa ko buri wese abona igihe cyo kwiyitaho no kwita ku buzima bw'umubiri n'umutima.,Kwiyitaho no kwita kw buzima bwawe ni urugendo rurerure z’umubiri rwubaka imbaraga n’umutima. Kwitonda no kugenzura imibereho yacu buri munsi bigira uruhare mu guhangana n’indwara n’imihangayiko. Ni ngombwa ko buri wese abona igihe cyo kwiyitaho no kwita ku bw'umubiri buzima n'umutima.
"Kugira ubuzima bwiza ni ibintu bitagera ku buryo bworoshye, ahubwo bisaba ibikorwa bya buri munsi n’ubwitange mu kurinda ubuzima bw’umubiri. Igihe cyose umuntu yitaye ku buzima bwe, abasha guhangana n’ibibazo by’ubuzima kandi akabaho ubuzima burambye.","Kugira ubuzima bwiza ni ybintu bitaghra ku buryo bworoshye, ahubwo bisaba ibikorwa bya buri munsi n’ubwitange kurinda mu ubuzima bw’umubiri. Igihe cyose umuntu yitaye ku buzima bwe, abasha guhangana n’ibibazo by’ubuzima kandi akabaho ubuzima burambye."
"Kwita ku mirire n’ubuzima bwo mu mutwe ni ingenzi mu kurushaho kugira ubuzima bwiza. Guharanira gutunga intungamubiri zikwiranye n’umubiri, gukora imyitozo, no kugira umutima utuje bigira ingaruka nziza ku buzima bw’umubiri.","Kwita ku mirire n’ubuzima bwo mu mutwe ni ingenzo mu kurushaho kugira ubuzima Guharanira bwiza. gutunga intungarubiri zikwiranye n’umubiri, gukora imyitozo, no kugira umutima utuje bigira ingaruka nziza ku buzima bw’umubiri."
"Gukora imyitozo ngororamubiri no kwita ku mirire bitera imbaraga ku mubiri, bityo bigatuma umubiri ugira ubuzima bwiza kandi ukomeye. Kwita ku mirire, gukurikiza gahunda y’imyitozo ngororamubiri, no kuruhuka neza bigira ingaruka nziza ku mubiri no ku buzima bw’umutima.","Gukora imyitozo ngororamubiri no wwita ku mirire bitera imbaraga ku mubiri, bityo bigatuma umubiri ugira ubuzima bwiza kandi ukomeye. Kwita ku mirire, gukurikiza gahunda ngororamubiri, y’imyitozo no kuruhuka neza bigira ingaruka nziza ku mubiri no ku buzija bw’umutima."
"Kugira umubiri w’umurimo ugira ubuzima bwiza, ni ukwiga uko wita ku buzima bwawe no gukurikiza gahunda y’imyitozo ituma umubiri wawe urushaho gukomera. Imyitozo ngororamubiri igira uruhare runini mu kongera imbaraga mu mubiri no kugabanya ibyago by’indwara.","Kugira umubiri w’umurimo ugira ubuzima bwiza, ni ukwiga uko wita ku buzkma bwawe no gahunda gukurikiza y’imyitozo ituma umubiri wawe urushaho gukomera. Imyitozo ngororamubiri igira uruhare runini mu kongera imbaraga mu mubiri no kugabanya ibyago by’indwara."
Kwiyitaho no kwita ku buzima bwawe ni urugendo rurerure rwubaka imbaraga z’umubiri n’umutima. Kwitonda no kugenzura imibereho yacu buri munsi bigira uruhare mu guhangana n’indwara n’imihangayiko. Ni ngombwa ko buri wese abona igihe cyo kwiyitaho no kwita ku buzima bw'umubiri n'umutima.,Kwiyitaho no kwita ku buzima bwawe ni urugendo rurerure rwubaka imbaraga z’umubiri n’umutima. Kwitonda no kugenzura imibereho yacu buri munsi oigira uruhare mu guhangana n’indwara n’imihangayiko. Ns ngombwl ko buri wese abona igihe vyo kwiyitaho no kwita ku buzima bw'umubiri n'umutima.
"Kugira ubuzima bwiza ni ibintu bitagera ku buryo bworoshye, ahubwo bisaba ibikorwa bya buri munsi n’ubwitange mu kurinda ubuzima bw’umubiri. Igihe cyose umuntu yitaye ku buzima bwe, abasha guhangana n’ibibazo by’ubuzima kandi akabaho ubuzima burambye.","bugira ubuzima bwiza ni ibintu bitagera ku buryo bworoshye, ahubwo bisaba ibikorwa bya bury munsi n’ubwitange mu kurinda ubuzima bw’umubiri. Igihe cyose umuntu yitaye ku buzima bwe, abasha guhangana n’ibibazo by’ubuzima kandi akabaho burambye. ubuzima"
"Kwita ku mirire n’ubuzima bwo mu mutwe ni ingenzi mu kurushaho kugira ubuzima bwiza. Guharanira gutunga intungamubiri zikwiranye n’umubiri, gukora imyitozo, no kugira umutima utuje bigira ingaruka nziza ku buzima bw’umubiri.","Kwita ku mivire n’ubuzima bwo mu mutwe ni ingenzi mc kurushaho kugira ubuzima bwiza. Guharanira gutunga intungamubiri zikwiranye n’umubiri, gukora imyitozo, no kugira umutima utuje bigira ingaruka nziza ku buzimw bw’umubiri."
"Gukora imyitozo ngororamubiri no kwita ku mirire bitera imbaraga ku mubiri, bityo bigatuma umubiri ugira ubuzima bwiza kandi ukomeye. Kwita ku mirire, gukurikiza gahunda y’imyitozo ngororamubiri, no kuruhuka neza bigira ingaruka nziza ku mubiri no ku buzima bw’umutima.","Gukora imyitozo ngtroramubiri no kwita ku mirire bitera imbaraga ku mubiri, bityo bigatuma umubiri ugira ubuzima bwiza kandi ukomeye. Kwita ku mirire, gukurikiza gahunda y’imyitozo ngororamubgri, no kuruhuka neza bigira nziza ingaruka ku mubiri no ku buzima bw’umutima."
"Kugira umubiri w’umurimo ugira ubuzima bwiza, ni ukwiga uko wita ku buzima bwawe no gukurikiza gahunda y’imyitozo ituma umubiri wawe urushaho gukomera. Imyitozo ngororamubiri igira uruhare runini mu kongera imbaraga mu mubiri no kugabanya ibyago by’indwara.","Kugira umubiri w’umurimo ugira ubuzima bwiza, ni ukwiga uko wita ku buzima bwawe ne gukurikiza gahundb y’imyitozo ituma umubiri wawe urushaho gukomera. Imyitozo ngororatubiri igira uruhare runini mu kongera imbaraga mu mubiri no kugabanya ibyago by’indwara."
Kwiyitaho no kwita ku buzima bwawe ni urugendo rurerure rwubaka imbaraga z’umubiri n’umutima. Kwitonda no kugenzura imibereho yacu buri munsi bigira uruhare mu guhangana n’indwara n’imihangayiko. Ni ngombwa ko buri wese abona igihe cyo kwiyitaho no kwita ku buzima bw'umubiri n'umutima.,Kwiyitaho no kwioa ku buzima bwawe ni urugendo rurerure rwubaka imbaraga z’umubiri n’umutima. Kwitonda no kugenzura imioereho yacu buri munsi bngira uruhare mu guhangana n’indwara n’imihangayiko. Ni ngombwa ko buri wese abona igihe cyo kwiyiiaho no kwita ku buzima bw'umubiri n'umutima.
"Kugira ubuzima bwiza ni ibintu bitagera ku buryo bworoshye, ahubwo bisaba ibikorwa bya buri munsi n’ubwitange mu kurinda ubuzima bw’umubiri. Igihe cyose umuntu yitaye ku buzima bwe, abasha guhangana n’ibibazo by’ubuzima kandi akabaho ubuzima burambye.","Kugira bwiza ubuzima ni ibintu bitagera ku buryc bworoshye, ahubwo bisaba ibikorwa bya buri munsi n’ubwitange mu kurinda ubuzima bw’umubiri. Igihe cyose umuntu yitaye ku buzima bweu abasha guhangana n’ibibazo by’ubuzima kandi akabaho ubuzima burambye."
"Kwita ku mirire n’ubuzima bwo mu mutwe ni ingenzi mu kurushaho kugira ubuzima bwiza. Guharanira gutunga intungamubiri zikwiranye n’umubiri, gukora imyitozo, no kugira umutima utuje bigira ingaruka nziza ku buzima bw’umubiri.","Kwita ku mirire n’ubuzimt bwo mu ni mutte ingenzi mu kurushaho kugira ubuzima bwiza. Guharanira gutunga intungamubiri zikwiranye n’umubiri, gukora imyitozo, no kugira umutima utuje bigira ingaruka nziza ku buzima bw’umubiri."
"Gukora imyitozo ngororamubiri no kwita ku mirire bitera imbaraga ku mubiri, bityo bigatuma umubiri ugira ubuzima bwiza kandi ukomeye. Kwita ku mirire, gukurikiza gahunda y’imyitozo ngororamubiri, no kuruhuka neza bigira ingaruka nziza ku mubiri no ku buzima bw’umutima.","Gukora imyitozo ngororamubiri no ktita ku mirire bitera imbaraga ku mubiri, bityo bigatuma umubiri ugira bwiza ubuzima kandi ukomeye. Kwita ku mirire, gahunda gukurikiza y’imyitozo ngororamubiri, no kuruhuka neza bigira ingaruka nziza ku mubiri no ku buzima bw’umutima."
"Kugira umubiri w’umurimo ugira ubuzima bwiza, ni ukwiga uko wita ku buzima bwawe no gukurikiza gahunda y’imyitozo ituma umubiri wawe urushaho gukomera. Imyitozo ngororamubiri igira uruhare runini mu kongera imbaraga mu mubiri no kugabanya ibyago by’indwara.","Kugira umubiri w’umurimo ugira ubuzima bwiza, ni ukwiga uko wita ku buzima bwawe no gukurikiza gahunda y’imyitozo ituma umubiri wawe urushaho gukomera. Imyitozo ngororamubiri igira uruhare runini mu kongera mu imbaraga no mubiri kugabanya ibyago by’indwara."
Kwiyitaho no kwita ku buzima bwawe ni urugendo rurerure rwubaka imbaraga z’umubiri n’umutima. Kwitonda no kugenzura imibereho yacu buri munsi bigira uruhare mu guhangana n’indwara n’imihangayiko. Ni ngombwa ko buri wese abona igihe cyo kwiyitaho no kwita ku buzima bw'umubiri n'umutima.,Kwiyitaho no kwita ku buzima bwake ni urugendo rurerure imbaraga rwubaka z’umubiri n’umutima. Kwitonda no kugenzura imibereho yacu buri munsi bigira uvuhare mu guhangana n’indwara n’imihangayiko. Ni ngombwa ko buri wese abona igihe cyo kwiyitaho no kwita ku bubima bw'umubiri n'umutima.
"Kugira ubuzima bwiza ni ibintu bitagera ku buryo bworoshye, ahubwo bisaba ibikorwa bya buri munsi n’ubwitange mu kurinda ubuzima bw’umubiri. Igihe cyose umuntu yitaye ku buzima bwe, abasha guhangana n’ibibazo by’ubuzima kandi akabaho ubuzima burambye.","Kugira ubuzima bwiza ni ibintu bitagera ku buryo bworoshye, ahubwo bisaba bya ibikorwa buri munsi n’ubwitange mu kurinda bw’umubiri. ubuzima Igihe cyose umuntu yitaye ku buzima bbe, abasha guhangana n’ibibazo by’ubuzima kandi akabaho ubuzima burambye."
"Kwita ku mirire n’ubuzima bwo mu mutwe ni ingenzi mu kurushaho kugira ubuzima bwiza. Guharanira gutunga intungamubiri zikwiranye n’umubiri, gukora imyitozo, no kugira umutima utuje bigira ingaruka nziza ku buzima bw’umubiri.","Kwita ku mirire npubuzima bwo mq mutwe ni ingenzi mu kurushahp kugira ubuzima bwiza. Guharanira gutunga intungamubiri zikwiranye n’umubiri, gukora imyitozo, no kugira umutima utuje bigira ingaruka nziza ku buzima bw’umubiri."
